name,year,city,region,cuisine,price,url,stars,price_ordinal,price_mean,cuisine_original,major_city,stars_n,Review_rating,Review_count
pm & vänner,2019,Växjö,Sweden,creative,$$$,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,1 star,3,62.5,creative,Växjö,1,,
pollen street social,2019,Mayfair,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,1 star,3,62.5,creative,Mayfair,1,,
pony & trap,2019,Chew Magna,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,1 star,3,62.5,modern british,Chew Magna,1,,
poom,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,1 star,3,62.5,korean,Seoul,1,,
portland,2019,Regent'S Park,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,1 star,3,62.5,modern cuisine,Regent'S Park,1,,
pramerl & the wolf,2019,Wien,Austria,creative,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/pramerl-the-wolf,1 star,4,100.0,creative,Wien,1,,
protégé,2019,South San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,1 star,3,62.5,contemporary,South San Francisco,1,,
providence,2019,Los Angeles,California,seafood,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2 stars,4,100.0,seafood,Los Angeles,2,,
pru,2019,Phuket,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,1 star,4,100.0,innovative,Phuket,1,,
purnell's,2019,Birmingham,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,1 star,3,62.5,modern cuisine,Birmingham,1,,
putien (kitchener road),2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1 star,1,20.0,fujian,Singapore,1,,
pétrus,2019,Belgravia,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,1 star,3,62.5,french,Belgravia,1,,
q sushi,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/q-sushi,1 star,4,100.0,japanese,Los Angeles,1,,
qi (wan chai),2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,1 star,1,20.0,sichuan,Hong Kong,1,,
quilon,2019,Victoria,United Kingdom,indian,$$$,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,1 star,3,62.5,indian,Victoria,1,,
quince,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3 stars,4,100.0,contemporary,San Francisco,3,,
r-haan,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,1 star,4,100.0,thai,Bangkok,1,,
raby hunt,2019,Summerhouse,United Kingdom,british,$$$$,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,2 stars,4,100.0,modern british,Summerhouse,2,,
rasa,2019,San Francisco,California,indian,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rasa,1 star,2,37.5,indian,San Francisco,1,,
raw,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,2 stars,3,62.5,innovative,Taipei,2,,
re-naa,2019,Stavanger,Norway,creative,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1 star,4,100.0,creative,Stavanger,1,,
rech,2019,Hong Kong,Hong Kong,seafood,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,1 star,4,100.0,seafood,Hong Kong,1,,
red lion freehouse,2019,East Chisenbury,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,1 star,3,62.5,classic cuisine,East Chisenbury,1,,
relæ,2019,København,Denmark,international cuisine,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,1 star,2,37.5,modern cuisine,København,1,,
restaurant hywel jones by lucknam park,2019,Colerne,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,1 star,3,62.5,modern british,Colerne,1,,
restaurant nathan outlaw,2019,Port Isaac,United Kingdom,seafood,$$$$,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,2 stars,4,100.0,seafood,Port Isaac,2,,
restaurant sat bains,2019,Nottingham,United Kingdom,creative,$$$$,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,2 stars,4,100.0,creative,Nottingham,2,,
restaurant tristan,2019,Horsham,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,1 star,3,62.5,modern british,Horsham,1,,
rhubarb,2018,Singapore,Singapore,french,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1 star,1,20.0,french contemporary,Singapore,1,,
rich table,2019,San Francisco,California,contemporary,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rich-table,1 star,3,62.5,contemporary,San Francisco,1,,
ritz restaurant,2019,Westminster,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,1 star,3,62.5,modern british,Westminster,1,,
river café,2019,Hammersmith,United Kingdom,italian,$$$,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,1 star,3,62.5,italian,Hammersmith,1,,
robuchon au dôme,2019,Macau,Macau,french,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,3 stars,4,100.0,french contemporary,Macau,3,,
rogan & co,2019,Cartmel,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,1 star,3,62.5,creative british,Cartmel,1,,
roganic,2019,Marylebone,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,1 star,3,62.5,creative british,Marylebone,1,,
roister,2019,Chicago,Chicago,contemporary,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/roister,1 star,3,62.5,contemporary,Chicago,1,,
rose's luxury,2019,"Washington, D.C.",Washington DC,contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1 star,2,37.5,contemporary,"Washington, D.C.",1,,
ruean panya,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,1 star,2,37.5,thai,Bangkok,1,,
rustic canyon,2019,Los Angeles,California,american,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/rustic-canyon,1 star,3,62.5,californian,Los Angeles,1,,
ryo gastronomia,2019,São Paulo,Sao Paulo,japanese,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,1 star,4,100.0,japanese,São Paulo,1,,
saawaan,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,1 star,4,100.0,thai contemporary,Bangkok,1,,
sabi omakase,2019,Stavanger,Norway,japanese,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1 star,4,100.0,sushi,Stavanger,1,,
sabor,2019,Mayfair,United Kingdom,spanish,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,1 star,3,62.5,spanish,Mayfair,1,,
saint pierre,2018,Singapore,Singapore,french,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,1 star,2,37.5,french contemporary,Singapore,1,,
saison,2019,San Francisco,California,american,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2 stars,4,100.0,californian,San Francisco,2,,
salt,2019,Stratford Upon Avon,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,1 star,3,62.5,modern british,Stratford Upon Avon,1,,
samphire,2019,Saint Helier Saint Hélier,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,1 star,3,62.5,modern cuisine,Saint Helier Saint Hélier,1,,
saneh jaan,2019,Bangkok,Thailand,other asian,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,1 star,2,37.5,thai,Bangkok,1,,
satsuki,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1 star,4,100.0,japanese,New York,1,,
sav,2019,Malmö,Sweden,creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,1 star,3,62.5,creative,Malmö,1,,
savelberg,2019,Bangkok,Thailand,french,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,1 star,3,62.5,french contemporary,Bangkok,1,,
schwa,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa,1 star,4,100.0,contemporary,Chicago,1,,
senns.restaurant,2019,Salzburg,Austria,creative,$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,2 stars,4,100.0,creative,Salzburg,2,,
senses,2019,Warszawa,Poland,international cuisine,$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1 star,4,100.0,modern cuisine,Warszawa,1,,
sepia,2019,Chicago,Chicago,american,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,1 star,3,62.5,american,Chicago,1,,
seven park place,2019,Saint James'S,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,1 star,3,62.5,modern cuisine,Saint James'S,1,,
shang palace,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,1 star,3,62.5,cantonese,Hong Kong,1,,
shibumi,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644,1 star,4,100.0,japanese,Los Angeles,1,,
shiki,2019,Wien,Austria,japanese,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/shiki,1 star,4,100.0,japanese,Wien,1,,
shin sushi,2019,Los Angeles,California,japanese,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi,1 star,3,62.5,japanese,Los Angeles,1,,
shinji (bras basah road),2018,Singapore,Singapore,japanese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,1 star,2,37.5,sushi,Singapore,1,,
shinji (tanglin road),2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,1 star,4,100.0,sushi,Singapore,1,,
shinji by kanesaka,2019,Macau,Macau,japanese,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1 star,4,100.0,sushi,Macau,1,,
shisen hanten,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,2 stars,1,20.0,chinese,Singapore,2,,
shoukouwa,2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,2 stars,4,100.0,sushi,Singapore,2,,
shoun ryugin,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,2 stars,4,100.0,japanese contemporary,Taipei,2,,
shunji,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shunji,1 star,4,100.0,japanese,Los Angeles,1,,
silvio nickol gourmet restaurant,2019,Wien,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2 stars,4,100.0,modern cuisine,Wien,2,,
simon radley at chester grosvenor,2019,Chester,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,1 star,3,62.5,modern cuisine,Chester,1,,
simpsons,2019,Birmingham,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,1 star,3,62.5,modern cuisine,Birmingham,1,,
singlethread,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,3 stars,4,100.0,contemporary,San Francisco,3,,
siren by rw,2019,"Washington, D.C.",Washington DC,seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1 star,3,62.5,seafood,"Washington, D.C.",1,,
sk mat & människor,2019,Göteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,1 star,3,62.5,modern cuisine,Göteborg,1,,
sketch (the lecture room & library),2019,Mayfair,United Kingdom,french,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,2 stars,4,100.0,modern french,Mayfair,2,,
slotskøkkenet,2019,Hørve,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,1 star,4,100.0,creative,Hørve,1,,
smyth,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2 stars,4,100.0,contemporary,Chicago,2,,
social eating house,2019,Soho,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,1 star,3,62.5,modern cuisine,Soho,1,,
soigné,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,1 star,3,62.5,innovative,Seoul,1,,
somni,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2 stars,4,100.0,contemporary,Los Angeles,2,,
sons & daughters,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters,1 star,4,100.0,contemporary,San Francisco,1,,
sorn,2019,Bangkok,Thailand,other asian,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,1 star,4,100.0,southern thai,Bangkok,1,,
sorrel,2019,Dorking,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,1 star,3,62.5,modern british,Dorking,1,,
sorrel,2019,San Francisco,California,american,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel,1 star,3,62.5,californian,San Francisco,1,,
sosban & the old butchers,2019,Menai Bridge Porthaethwy,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,1 star,3,62.5,modern cuisine,Menai Bridge Porthaethwy,1,,
spiaggia,2019,Chicago,Chicago,italian,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,1 star,4,100.0,italian,Chicago,1,,
spondi,2019,Athína,Greece,french,$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,2 stars,4,100.0,french,Athína,2,,
spqr,2019,San Francisco,California,italian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr,1 star,3,62.5,italian,San Francisco,1,,
spring moon,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,1 star,3,62.5,cantonese,Hong Kong,1,,
spruce,2019,San Francisco,California,american,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce,1 star,3,62.5,californian,San Francisco,1,,
sra bua by kiin kiin,2019,Bangkok,Thailand,other asian,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,1 star,3,62.5,thai contemporary,Bangkok,1,,
st john,2019,Clerkenwell,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,1 star,3,62.5,traditional british,Clerkenwell,1,,
stand,2019,Budapest,Hungary,international cuisine,$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1 star,3,62.5,modern cuisine,Budapest,1,,
star inn at harome,2019,Harome,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,1 star,3,62.5,modern british,Harome,1,,
state bird provisions,2019,San Francisco,California,american,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions,1 star,2,37.5,american,San Francisco,1,,
statholdergaarden,2019,Oslo,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1 star,4,100.0,classic cuisine,Oslo,1,,
stay,2019,Seoul,South Korea,french,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,1 star,3,62.5,french contemporary,Seoul,1,,
steirereck im stadtpark,2019,Wien,Austria,creative,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,2 stars,4,100.0,creative,Wien,2,,
story,2019,Bermondsey,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,1 star,3,62.5,modern cuisine,Bermondsey,1,,
stud!o at the standard,2019,København,Denmark,creative,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,1 star,3,62.5,creative,København,1,,
suan thip,2019,Bangkok,Thailand,other asian,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1 star,1,20.0,thai,Bangkok,1,,
substans,2019,Aarhus,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,1 star,3,62.5,modern cuisine,Aarhus,1,,
summer palace,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,1 star,3,62.5,cantonese,Hong Kong,1,,
summer palace,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1 star,1,20.0,cantonese,Singapore,1,,
summer pavilion,2018,Singapore,Singapore,chinese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,1 star,2,37.5,cantonese,Singapore,1,,
sun tung lok,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2 stars,2,37.5,cantonese,Hong Kong,2,,
sushi amamoto,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,2 stars,4,100.0,sushi,Taipei,2,,
sushi amane,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1 star,4,100.0,japanese,New York,1,,
sushi ginza onodera,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2 stars,4,100.0,japanese,New York,2,,
sushi ginza onodera,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,2 stars,4,100.0,japanese,Los Angeles,2,,
sushi ichi,2018,Singapore,Singapore,japanese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,1 star,3,62.5,sushi,Singapore,1,,
sushi inoue,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1 star,4,100.0,japanese,New York,1,,
sushi kimura,2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,1 star,4,100.0,sushi,Singapore,1,,
sushi nakazawa,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1 star,4,100.0,japanese,New York,1,,
sushi nomura,2019,Taipei,Taipei,japanese,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,1 star,3,62.5,sushi,Taipei,1,,
sushi noz,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1 star,4,100.0,japanese,New York,1,,
sushi ryu,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,1 star,4,100.0,sushi,Taipei,1,,
sushi saito,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,2 stars,4,100.0,sushi,Hong Kong,2,,
sushi shikon,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,3 stars,4,100.0,sushi,Hong Kong,3,,
sushi sho,2019,Stockholm,Sweden,japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,1 star,3,62.5,japanese,Stockholm,1,,
sushi taro,2019,"Washington, D.C.",Washington DC,japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1 star,4,100.0,japanese,"Washington, D.C.",1,,
sushi tokami,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,1 star,4,100.0,sushi,Hong Kong,1,,
sushi wadatsumi,2019,Hong Kong,Hong Kong,japanese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,1 star,3,62.5,sushi,Hong Kong,1,,
sushi yasuda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1 star,4,100.0,japanese,New York,1,,
sushi yoshizumi,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,1 star,4,100.0,japanese,San Francisco,1,,
søllerød kro,2019,København,Denmark,international cuisine,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,1 star,2,37.5,modern cuisine,København,1,,
sühring,2019,Bangkok,Thailand,other european,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,2 stars,4,100.0,european contemporary,Bangkok,2,,
t'ang court,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3 stars,3,62.5,cantonese,Hong Kong,3,,
ta vie,2019,Hong Kong,Hong Kong,international cuisine,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,2 stars,4,100.0,innovative,Hong Kong,2,,
table for four,2019,Seoul,South Korea,other european,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,1 star,3,62.5,european contemporary,Seoul,1,,
taco maría,2019,Costa Mesa,California,mexican,$$$,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/taco-maria,1 star,3,62.5,mexican,Costa Mesa,1,,
tail up goat,2019,"Washington, D.C.",Washington DC,contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1 star,2,37.5,contemporary,"Washington, D.C.",1,,
tainan tan tsu mien seafood,2019,Taipei,Taipei,seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,1 star,2,37.5,seafood,Taipei,1,,
takumi by daisuke mori,2019,Hong Kong,Hong Kong,international cuisine,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,1 star,4,100.0,innovative,Hong Kong,1,,
tangará jean-georges,2019,São Paulo,Sao Paulo,international cuisine,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,1 star,4,100.0,modern,São Paulo,1,,
tate,2019,Hong Kong,Hong Kong,international cuisine,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,1 star,4,100.0,innovative,Hong Kong,1,,
taïrroir,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,2 stars,3,62.5,innovative,Taipei,2,,
temporis,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis,1 star,4,100.0,contemporary,Chicago,1,,
tempura matsui,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1 star,4,100.0,japanese,New York,1,,
tenku ryugin,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,2 stars,4,100.0,japanese,Hong Kong,2,,
texture,2019,Marylebone,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,1 star,3,62.5,creative,Marylebone,1,,
the araki,2019,Mayfair,United Kingdom,japanese,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,3 stars,4,100.0,japanese,Mayfair,3,,
the cellar,2019,Anstruther,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,1 star,3,62.5,modern cuisine,Anstruther,1,,
the checkers,2019,Montgomery Trefaldwyn,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,1 star,3,62.5,french,Montgomery Trefaldwyn,1,,
the clocktower,2019,New York,New York City,contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1 star,3,62.5,contemporary,New York,1,,
the clove club,2019,Shoreditch,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,1 star,3,62.5,modern cuisine,Shoreditch,1,,
the coach,2019,Marlow,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,1 star,3,62.5,modern british,Marlow,1,,
the cross at kenilworth,2019,Kenilworth,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,1 star,3,62.5,classic cuisine,Kenilworth,1,,
the dabney,2019,"Washington, D.C.",Washington DC,american,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1 star,2,37.5,american,"Washington, D.C.",1,,
the dining room,2019,Malmesbury,United Kingdom,other asian,$$$,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,1 star,3,62.5,asian influences,Malmesbury,1,,
the eight,2019,Macau,Macau,chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,3 stars,3,62.5,chinese,Macau,3,,
the finch,2019,New York,New York City,american,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1 star,3,62.5,american,New York,1,,
the french laundry,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3 stars,4,100.0,contemporary,San Francisco,3,,
