name,year,city,region,cuisine,price,url,stars,major_city
ikarus,2019,Salzburg,Austria,creative,$$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,2 stars,Salzburg
mraz & sohn,2019,Wien,Austria,creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,2 stars,Wien
konstantin filippou,2019,Wien,Austria,international cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,2 stars,Wien
silvio nickol gourmet restaurant,2019,Wien,Austria,international cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2 stars,Wien
steirereck im stadtpark,2019,Wien,Austria,creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,2 stars,Wien
baumé,2019,South San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2 stars,South San Francisco
commis,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2 stars,San Francisco
californios,2019,San Francisco,California,mexican,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,2 stars,San Francisco
lazy bear,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2 stars,San Francisco
saison,2019,San Francisco,California,american,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2 stars,San Francisco
campton place,2019,San Francisco,California,indian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,2 stars,San Francisco
coi,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2 stars,San Francisco
acquerello,2019,San Francisco,California,italian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,2 stars,San Francisco
urasawa,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,2 stars,Los Angeles
sushi ginza onodera,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,2 stars,Los Angeles
somni,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2 stars,Los Angeles
providence,2019,Los Angeles,California,seafood,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2 stars,Los Angeles
n/naka,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2 stars,Los Angeles
vespertine,2019,Los Angeles,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2 stars,Los Angeles
smyth,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2 stars,Chicago
oriole,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2 stars,Chicago
acadia,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2 stars,Chicago
koks,2019,Leynar,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,2 stars,Leynar
henne kirkeby kro,2019,Henne,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,2 stars,Henne
a‚o‚c,2019,Kobenhavn,Denmark,international cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,2 stars,Kobenhavn
noma,2019,Kobenhavn,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,2 stars,Kobenhavn
kadeau copenhagen,2019,Kobenhavn,Denmark,international cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,2 stars,Kobenhavn
spondi,2019,Athina,Greece,french,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,2 stars,Athina
sun tung lok,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2 stars,Hong Kong
yan toh heen,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,2 stars,Hong Kong
tin lung heen,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,2 stars,Hong Kong
tenku ryugin,2019,Hong Kong,Hong Kong,japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,2 stars,Hong Kong
forum,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,2 stars,Hong Kong
sushi saito,2019,Hong Kong,Hong Kong,japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,2 stars,Hong Kong
pierre,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,2 stars,Hong Kong
ying jee club,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,2 stars,Hong Kong
écriture,2019,Hong Kong,Hong Kong,french,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,2 stars,Hong Kong
ta vie,2019,Hong Kong,Hong Kong,international cuisine,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,2 stars,Hong Kong
amber,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032,2 stars,Hong Kong
kashiwaya,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,2 stars,Hong Kong
onyx,2019,Budapest,Hungary,international cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,2 stars,Budapest
feng wei ju,2019,Macau,Macau,chinese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,2 stars,Macau
golden flower,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,2 stars,Macau
mizumi (macau),2019,Macau,Macau,japanese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2 stars,Macau
the tasting room,2019,Macau,Macau,french,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,2 stars,Macau
alain ducasse at morpheus,2019,Macau,Macau,french,$$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,2 stars,Macau
l'atelier de joël robuchon,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2 stars,New York
jungsik,2019,New York,New York City,korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2 stars,New York
atera,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,2 stars,New York
jean-georges,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2 stars,New York
marea,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2 stars,New York
gabriel kreuther,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2 stars,New York
ichimura at uchū,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2 stars,New York
sushi ginza onodera,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2 stars,New York
ko,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2 stars,New York
the modern,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2 stars,New York
aquavit,2019,New York,New York City,scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2 stars,New York
daniel,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2 stars,New York
aska,2019,New York,New York City,scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2 stars,New York
blanca,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2 stars,New York
patrick guilbaud,2019,City Centre,Ireland,french,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,2 stars,City Centre
oro,2019,Rio De Janeiro,Rio de Janeiro,creative,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,2 stars,Rio De Janeiro
tuju,2019,Sao Paulo,Sao Paulo,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,2 stars,Sao Paulo
d.o.m.,2019,Sao Paulo,Sao Paulo,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,2 stars,Sao Paulo
kojima,2019,Seoul,South Korea,japanese,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,2 stars,Seoul
jungsik,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,2 stars,Seoul
kwonsooksoo,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,2 stars,Seoul
mingles,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,2 stars,Seoul
alla prima,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,2 stars,Seoul
waku ghin,2018,Singapore,Singapore,japanese,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,2 stars,Singapore
odette,2018,Singapore,Singapore,french,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,2 stars,Singapore
shoukouwa,2018,Singapore,Singapore,japanese,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,2 stars,Singapore
shisen hanten,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,2 stars,Singapore
les amis,2018,Singapore,Singapore,french,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,2 stars,Singapore
fäviken magasinet,2019,Jarpen,Sweden,creative,$$$$,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,2 stars,Jarpen
gastrologik,2019,Stockholm,Sweden,creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,2 stars,Stockholm
oaxen krog,2019,Stockholm,Sweden,creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,2 stars,Stockholm
vollmers,2019,Malmo,Sweden,creative,$$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,2 stars,Malmo
daniel berlin,2019,Skane Tranas,Sweden,creative,$$$$,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin,2 stars,Skane Tranas
raw,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,2 stars,Taipei
shoun ryugin,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,2 stars,Taipei
taïrroir,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,2 stars,Taipei
sushi amamoto,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,2 stars,Taipei
the guest house,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2 stars,Taipei
gaggan,2019,Bangkok,Thailand,international cuisine,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,2 stars,Bangkok
sühring,2019,Bangkok,Thailand,other european,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,2 stars,Bangkok
mezzaluna,2019,Bangkok,Thailand,international cuisine,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,2 stars,Bangkok
le normandie,2019,Bangkok,Thailand,french,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,2 stars,Bangkok
minibar,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2 stars,"Washington, D.C."
pineapple and pearls,2019,"Washington, D.C.",Washington DC,contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2 stars,"Washington, D.C."
andrew fairlie at gleneagles,2019,Auchterarder,United Kingdom,french,,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,2 stars,Auchterarder
l'enclume,2019,Cartmel,United Kingdom,creative,,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,2 stars,Cartmel
raby hunt,2019,Summerhouse,United Kingdom,british,,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,2 stars,Summerhouse
moor hall,2019,Aughton,United Kingdom,british,,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,2 stars,Aughton
restaurant sat bains,2019,Nottingham,United Kingdom,creative,,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,2 stars,Nottingham
restaurant nathan outlaw,2019,Port Isaac,United Kingdom,seafood,,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,2 stars,Port Isaac
belmond le manoir aux quat' saisons,2019,Great Milton,United Kingdom,french,,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,2 stars,Great Milton
midsummer house,2019,Cambridge,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,2 stars,Cambridge
hand and flowers,2019,Marlow,United Kingdom,british,,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,2 stars,Marlow
ledbury,2019,North Kensington,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,2 stars,North Kensington
core by clare smyth,2019,North Kensington,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth,2 stars,North Kensington
le gavroche,2019,Mayfair,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,2 stars,Mayfair
kitchen table at bubbledogs,2019,Bloomsbury,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,2 stars,Bloomsbury
hélène darroze at the connaught,2019,Mayfair,United Kingdom,international cuisine,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/helene-darroze-at-the-connaught,2 stars,Mayfair
dinner by heston blumenthal,2019,Hyde Park,United Kingdom,british,,https://guide.michelin.com/gb/en/greater-london/hyde-park/restaurant/dinner-by-heston-blumenthal,2 stars,Hyde Park
umu,2019,Mayfair,United Kingdom,japanese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu,2 stars,Mayfair
sketch (the lecture room & library),2019,Mayfair,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,2 stars,Mayfair
greenhouse,2019,Mayfair,United Kingdom,creative,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/greenhouse69393,2 stars,Mayfair
claude bosi at bibendum,2019,Chelsea,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/claude-bosi-at-bibendum,2 stars,Chelsea
amador,2019,Wien,Austria,creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador,3 stars,Wien
manresa,2019,South San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3 stars,South San Francisco
benu,2019,San Francisco,California,other asian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,3 stars,San Francisco
quince,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3 stars,San Francisco
atelier crenn,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3 stars,San Francisco
the french laundry,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3 stars,San Francisco
the restaurant at meadowood,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3 stars,San Francisco
singlethread,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,3 stars,San Francisco
alinea,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,3 stars,Chicago
geranium,2019,Kobenhavn,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium,3 stars,Kobenhavn
t'ang court,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3 stars,Hong Kong
bo innovation,2019,Hong Kong,Hong Kong,international cuisine,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation,3 stars,Hong Kong
lung king heen,2019,Hong Kong,Hong Kong,chinese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,3 stars,Hong Kong
caprice,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,3 stars,Hong Kong
8½ otto e mezzo - bombana,2019,Hong Kong,Hong Kong,italian,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,3 stars,Hong Kong
l'atelier de joël robuchon,2019,Hong Kong,Hong Kong,french,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,3 stars,Hong Kong
sushi shikon,2019,Hong Kong,Hong Kong,japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,3 stars,Hong Kong
the eight,2019,Macau,Macau,chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,3 stars,Macau
robuchon au dôme,2019,Macau,Macau,french,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,3 stars,Macau
jade dragon,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,3 stars,Macau
maaemo,2019,Oslo,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,3 stars,Oslo
masa,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3 stars,New York
per se,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3 stars,New York
le bernardin,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3 stars,New York
eleven madison park,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3 stars,New York
chef's table at brooklyn fare,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3 stars,New York
la yeon,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,3 stars,Seoul
gaon,2019,Seoul,South Korea,korean,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,3 stars,Seoul
frantzén,2019,Stockholm,Sweden,international cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,3 stars,Stockholm
le palais,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,3 stars,Taipei
the inn at little washington,2019,"Washington, D.C.",Washington DC,american,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3 stars,"Washington, D.C."
fat duck,2019,Bray,United Kingdom,creative,,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,3 stars,Bray
waterside inn,2019,Bray,United Kingdom,french,,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,3 stars,Bray
alain ducasse at the dorchester,2019,Mayfair,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester,3 stars,Mayfair
the araki,2019,Mayfair,United Kingdom,japanese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,3 stars,Mayfair
gordon ramsay,2019,Chelsea,United Kingdom,french,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,3 stars,Chelsea
